d       s       a       m_i 
372 	11	789	1 3 3 11 27 27 27 155 155 667 1691 
373 	11	793	1 3 3 11 27 27 27 27 283 283 283 
374 	11	796	1 3 3 11 27 27 27 27 27 27 27 
375 	11	803	1 3 3 11 27 59 123 123 123 123 1147 
376 	11	805	1 3 3 11 27 59 123 123 379 891 891 
377 	11	810	1 3 3 11 27 59 123 251 251 763 763 
378 	11	815	1 3 3 11 27 59 123 251 507 1019 1019 
379 	11	824	1 3 3 11 27 59 59 187 443 443 443 
380 	11	829	1 3 3 11 27 59 59 187 187 187 187 
381 	11	830	1 3 3 11 27 59 59 187 187 699 1723 
382 	11	832	1 3 3 11 11 11 11 139 395 395 1419 
383 	11	841	1 3 3 11 11 11 11 11 267 779 779 
384 	11	847	1 3 3 11 11 11 11 11 11 11 1035 
385 	11	849	1 3 3 11 11 11 75 203 203 203 203 
386 	11	861	1 3 3 11 11 11 75 75 331 843 1867 
387 	11	868	1 3 3 11 11 43 43 43 43 43 1067 
388 	11	871	1 3 3 11 11 43 43 43 43 555 555 
389 	11	878	1 3 3 11 11 43 43 171 171 171 1195 
390 	11	889	1 3 3 11 11 43 107 235 235 747 1771 
391 	11	892	1 3 3 11 11 43 107 235 491 1003 2027 
392 	11	901	1 3 3 3 19 51 51 51 51 563 563 
393 	11	908	1 3 3 3 19 51 51 179 179 179 1203 
394 	11	920	1 3 3 3 19 51 115 243 243 243 243 
395 	11	923	1 3 3 3 19 51 115 243 243 755 1779 
396 	11	942	1 3 3 3 19 19 19 19 19 531 531 
397 	11	949	1 3 3 3 19 19 83 211 467 979 2003 
398 	11	950	1 3 3 3 19 19 83 211 467 467 467 
399 	11	954	1 3 3 3 19 19 83 83 83 595 1619 
400 	11	956	1 3 3 3 19 19 83 83 339 339 339 
401 	11	961	1 3 3 3 3 35 99 99 99 99 99 
402 	11	968	1 3 3 3 3 35 99 227 227 739 1763 
403 	11	971	1 3 3 3 3 35 99 227 227 227 227 
404 	11	973	1 3 3 3 3 35 99 227 483 995 2019 
405 	11	979	1 3 3 3 3 35 35 35 291 803 803 
406 	11	982	1 3 3 3 3 35 35 35 35 547 547 
407 	11	986	1 3 3 3 3 35 35 163 419 419 1443 
408 	11	998	1 3 3 3 3 3 67 195 451 963 1987 
409 	11	1001	1 3 3 3 3 3 67 67 67 579 1603 
410 	11	1010	1 3 3 3 3 3 3 131 387 899 899 
411 	11	1012	1 3 3 3 3 3 3 131 131 131 1155 
412 	11	1021	1 3 3 3 3 3 3 3 3 515 515 
413 	12	4	1 1 1 1 1 1 1 1 1 513 513 513 
414 	12	11	1 1 1 1 1 1 1 1 257 257 1281 3329 
415 	12	16	1 1 1 1 1 1 1 129 129 129 129 129 
416 	12	25	1 1 1 1 1 1 1 129 385 385 385 2433 
417 	12	26	1 1 1 1 1 1 1 129 385 385 1409 1409 
418 	12	31	1 1 1 1 1 1 1 129 385 897 1921 3969 
419 	12	38	1 1 1 1 1 1 65 65 65 577 1601 1601 
420 	12	41	1 1 1 1 1 1 65 65 321 321 321 2369 
421 	12	52	1 1 1 1 1 1 65 193 193 705 705 705 
422 	12	59	1 1 1 1 1 1 65 193 449 449 1473 3521 
423 	12	61	1 1 1 1 1 1 65 193 449 961 961 3009 
424 	12	62	1 1 1 1 1 1 65 193 449 961 1985 1985 
425 	12	64	1 1 1 1 1 33 33 33 33 33 1057 1057 
426 	12	69	1 1 1 1 1 33 33 33 33 545 1569 3617 
427 	12	76	1 1 1 1 1 33 33 33 289 801 1825 1825 
428 	12	81	1 1 1 1 1 33 33 161 161 161 1185 3233 
429 	12	82	1 1 1 1 1 33 33 161 161 161 161 161 
430 	12	103	1 1 1 1 1 33 97 97 97 609 609 2657 
431 	12	104	1 1 1 1 1 33 97 97 353 353 1377 1377 
432 	12	117	1 1 1 1 1 33 97 225 225 737 1761 3809 
433 	12	118	1 1 1 1 1 33 97 225 225 737 737 737 
434 	12	127	1 1 1 1 1 33 97 225 481 993 993 3041 
435 	12	131	1 1 1 1 17 17 17 17 273 273 1297 3345 
436 	12	143	1 1 1 1 17 17 17 17 17 529 1553 3601 
437 	12	145	1 1 1 1 17 17 17 145 401 401 401 2449 
438 	12	152	1 1 1 1 17 17 17 145 145 145 145 145 
439 	12	155	1 1 1 1 17 17 17 145 145 145 1169 3217 
440 	12	157	1 1 1 1 17 17 17 145 145 657 657 2705 
441 	12	167	1 1 1 1 17 17 81 81 337 849 1873 3921 
442 	12	171	1 1 1 1 17 17 81 81 81 81 1105 3153 
443 	12	176	1 1 1 1 17 17 81 209 465 465 465 465 
444 	12	181	1 1 1 1 17 17 81 209 465 977 977 3025 
445 	12	182	1 1 1 1 17 17 81 209 465 977 2001 2001 
446 	12	188	1 1 1 1 17 17 81 209 209 721 721 721 
447 	12	193	1 1 1 1 17 49 49 49 305 305 1329 3377 
448 	12	194	1 1 1 1 17 49 49 49 305 305 305 305 
449 	12	200	1 1 1 1 17 49 49 49 49 49 1073 1073 
450 	12	213	1 1 1 1 17 49 49 177 433 945 1969 4017 
451 	12	217	1 1 1 1 17 49 49 177 177 177 1201 3249 
452 	12	236	1 1 1 1 17 49 113 113 113 625 1649 1649 
453 	12	239	1 1 1 1 17 49 113 113 113 625 625 2673 
454 	12	241	1 1 1 1 17 49 113 241 497 497 1521 3569 
455 	12	247	1 1 1 1 17 49 113 241 497 1009 1009 3057 
456 	12	248	1 1 1 1 17 49 113 241 241 241 1265 1265 
457 	12	256	1 1 1 9 9 9 73 73 73 585 585 585 
458 	12	262	1 1 1 9 9 9 73 73 73 73 1097 1097 
459 	12	265	1 1 1 9 9 9 73 73 329 841 841 2889 
460 	12	268	1 1 1 9 9 9 73 73 329 329 329 329 
461 	12	274	1 1 1 9 9 9 73 201 201 713 1737 1737 
462 	12	283	1 1 1 9 9 9 73 201 457 969 1993 4041 
463 	12	285	1 1 1 9 9 9 73 201 457 457 457 2505 
464 	12	286	1 1 1 9 9 9 73 201 457 457 1481 1481 
465 	12	289	1 1 1 9 9 9 9 9 9 521 521 2569 
466 	12	290	1 1 1 9 9 9 9 9 9 521 1545 1545 
467 	12	307	1 1 1 9 9 9 9 137 137 649 1673 3721 
468 	12	310	1 1 1 9 9 9 9 137 137 137 1161 1161 
469 	12	313	1 1 1 9 9 9 9 137 393 905 905 2953 
470 	12	319	1 1 1 9 9 9 9 137 393 393 1417 3465 
471 	12	346	1 1 1 9 9 41 105 233 489 1001 1001 3049 
472 	12	348	1 1 1 9 9 41 105 233 489 489 1513 3561 
473 	12	352	1 1 1 9 9 41 41 41 41 553 1577 3625 
474 	12	357	1 1 1 9 9 41 41 41 41 41 1065 1065 
475 	12	388	1 1 1 9 25 25 89 89 345 345 1369 3417 
476 	12	391	1 1 1 9 25 25 89 89 345 345 345 345 
477 	12	397	1 1 1 9 25 25 89 89 89 89 1113 1113 
478 	12	398	1 1 1 9 25 25 89 89 89 89 89 2137 
479 	12	400	1 1 1 9 25 25 89 217 473 985 2009 4057 
480 	12	409	1 1 1 9 25 25 89 217 217 729 1753 1753 
481 	12	412	1 1 1 9 25 25 89 217 217 217 1241 3289 
482 	12	415	1 1 1 9 25 25 89 217 217 217 217 217 
483 	12	422	1 1 1 9 25 25 25 25 281 281 281 2329 
484 	12	434	1 1 1 9 25 25 25 153 409 921 921 2969 
485 	12	440	1 1 1 9 25 25 25 153 153 665 1689 3737 
486 	12	460	1 1 1 9 25 57 121 121 121 121 121 121 
487 	12	463	1 1 1 9 25 57 121 121 121 121 1145 3193 
